Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress ScoreÂ®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2017-05-31 17:19:15,false,"Dryden Running","4.33","272","00:20:02","--","--","--","181","187","4:38","4:03","28","21","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-29 16:11:54,false,"Dryden Running","5.46","338","00:31:07","--","--","--","169","182","5:42","3:56","22","24","2.66","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-27 10:47:20,false,"Georgetown Running","7.37","448","00:38:21","--","--","--","175","201","5:12","4:02","41","39","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-26 11:13:09,false,"Georgetown Running","6.97","435","00:34:12","--","--","--","178","197","4:54","3:57","37","18","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-24 07:55:05,false,"Dryden Running","4.11","262","00:21:27","--","--","--","175","185","5:13","4:47","18","23","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 09:44:15,false,"Dryden Running","1.56","97","00:08:49.8","--","--","--","172","177","5:39","5:26","--","1","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 09:15:03,false,"Dryden Running","4.65","282","00:25:04","--","--","--","173","200","5:23","3:04","1","3","1.41","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 08:30:59,false,"Running","3.84","242","00:20:01","--","--","--","180","189","5:13","4:57","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-19 17:13:24,false,"Dryden Running","3.87","240","00:20:01","--","--","--","178","187","5:10","3:26","20","16","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-17 17:02:01,false,"Dryden Running","5.98","380","00:30:18","--","--","--","183","189","5:04","4:23","16","19","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-14 09:20:44,false,"Dryden Running","5.75","360","00:29:57","--","--","--","183","219","5:12","4:18","76","41","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 15:24:50,false,"Dryden Running","2.86","178","00:15:53","--","--","--","177","187","5:33","5:04","17","25","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 14:48:31,false,"Dryden Running","4.25","254","00:22:45","--","--","--","175","200","5:21","2:54","--","1","1.45","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 13:46:42,false,"Dryden Running","3.88","243","00:19:51","--","--","--","178","185","5:07","4:46","20","10","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-12 16:17:04,false,"Dryden Running","5.34","336","00:27:01","--","--","--","182","189","5:03","4:37","43","39","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-11 16:17:59,false,"Dryden Running","12.74","811","00:59:33","--","--","--","184","191","4:41","4:19","68","68","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-09 15:27:47,false,"Dryden Running","8.01","510","00:37:46","--","--","--","183","191","4:43","3:55","53","59","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-07 12:48:08,false,"Dryden Running","6.46","409","00:39:30","--","--","--","171","236","6:07","4:12","61","60","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-06 13:50:10,false,"Dryden Running","4.09","241","00:20:06","--","--","--","179","200","4:55","3:00","--","--","1.43","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-06 12:42:57,false,"Dryden Running","4.86","307","00:24:25","--","--","--","184","191","5:02","4:45","24","24","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-05 17:03:32,false,"Dryden Running","8.07","498","00:40:00","--","--","--","183","236","4:57","3:59","27","28","1.12","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 16:51:55,false,"Dryden Running","8.17","496","00:39:32","--","--","--","184","201","4:50","3:19","75","41","1.19","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 16:26:25,false,"Dryden Running","3.88","244","00:20:04","--","--","--","184","191","5:11","4:33","30","57","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-03 17:06:48,false,"Dryden Running","3.00","187","00:15:49","--","--","--","178","187","5:16","4:50","17","25","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-03 16:13:54,false,"Dryden Running","5.18","327","00:26:05","--","--","--","184","191","5:02","4:35","40","34","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 17:48:14,false,"Dryden Running","2.02","127","00:09:57.7","--","--","--","183","189","4:56","4:34","1","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 17:17:31,false,"Dryden Running","3.84","217","00:25:33","--","--","--","177","204","6:39","2:58","--","--","1.46","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 16:33:41,false,"Dryden Running","4.40","279","00:21:16","--","--","--","183","190","4:50","4:17","19","19","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 12:39:55,false,"Dryden Running","2.00","124","00:11:33","--","--","--","176","185","5:46","5:19","17","28","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 12:12:08,false,"Dryden Running","3.57","215","00:16:41","--","--","--","181","199","4:41","3:17","--","--","1.31","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 11:37:14,false,"Dryden Running","3.62","226","00:18:49","--","--","--","186","193","5:12","4:47","30","19","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-29 11:18:38,false,"Dryden Running","16.64","1,051","01:18:46","--","--","--","186","195","4:44","3:58","137","144","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Treadmill Running,2017-04-28 14:17:22,false,"Treadmill Running","6.05","387","00:30:03","--","--","--","191","197","4:58","4:22","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Treadmill Running,2017-04-27 15:11:04,false,"Treadmill Running","8.28","519","00:39:38","--","--","--","192","211","4:47","3:18","--","--","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-23 11:18:58,false,"Dryden Running","12.03","756","00:58:40","--","--","--","185","232","4:53","4:02","83","85","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-22 11:50:38,false,"Dryden Running","1.36","86","00:08:36.0","--","--","--","171","179","6:20","5:54","--","--","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-22 11:30:25,false,"Dryden Running","3.22","195","00:15:38","--","--","--","184","201","4:51","3:19","2","2","1.34","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-22 10:53:49,false,"Dryden Running","4.84","298","00:22:19","--","--","--","185","196","4:37","3:30","24","24","1.18","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-21 15:30:04,false,"Dryden Running","4.02","249","00:22:11","--","--","--","178","191","5:31","4:16","20","20","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-21 13:51:01,false,"Dryden Running","6.47","394","00:38:59","--","--","--","168","202","6:02","2:47","21","22","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-19 08:54:51,false,"Saanich Southeast Running","3.89","245","00:21:35","--","--","--","179","193","5:33","4:05","--","--","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-18 17:22:56,false,"Saanich East Running","2.09","124","00:12:19","144","152","2.5","175","203","5:54","4:02","6","6","0.98","10.2","10.0","223","46.4% L / 53.6% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-18 16:23:26,false,"Saanich East Running","4.18","234","00:23:17","158","182","3.5","168","256","5:34","2:53","--","--","0.55","5.7","7.2","255","48.9% L / 51.1% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-18 15:34:15,false,"Saanich East Running","3.98","211","00:20:28","151","178","3.3","180","202","5:08","3:34","--","--","1.07","9.4","10.2","220","49.0% L / 51.0% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-16 11:57:10,false,"Running","10.96","690","00:59:54","--","--","--","178","191","5:28","4:25","--","--","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Other,2017-04-15 10:08:51,false,"Saanich East Other","0.03","--","00:25:12","--","--","--","--","--","0.1","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-15 09:34:49,false,"Saanich Southeast Running","4.03","248","00:20:29","--","--","--","183","191","5:05","4:12","28","30","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-14 15:39:19,false,"Saanich East Running","3.95","244","00:21:31","--","--","--","180","191","5:27","4:30","42","43","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-12 15:06:15,false,"Saanich East Running","1.79","115","00:10:58","--","--","--","173","183","6:08","5:21","--","--","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-12 14:32:06,false,"Saanich East Running","2.39","130","00:18:17","--","--","--","158","204","7:39","2:49","--","--","1.43","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-12 13:32:30,false,"Saanich East Running","6.19","378","00:30:31","--","--","--","179","193","4:56","3:13","61","61","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-11 15:51:46,false,"Saanich East Running","5.47","340","00:29:33","--","--","--","178","191","5:24","4:25","44","47","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-09 11:27:33,false,"Saanich East Running","16.85","1,042","01:30:01","--","--","--","181","191","5:21","4:23","94","94","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-08 10:29:51,false,"Saanich East Running","3.81","201","00:20:05","154","179","3.2","161","233","5:16","2:55","--","--","0.91","5.4","6.8","219","49.6% L / 50.4% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-08 09:33:50,false,"Running","4.33","232","00:22:30","150","178","3.3","180","197","5:12","4:02","--","--","1.07","9.1","9.9","226","49.5% L / 50.5% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-07 15:22:10,false,"Saanich East Running","3.96","249","00:21:58","--","--","--","182","189","5:33","4:11","43","45","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-06 16:53:58,false,"Saanich East Running","1.89","119","00:10:54","--","--","--","180","187","5:45","5:07","--","--","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-06 16:06:05,false,"Saanich East Running","8.93","558","00:38:04","--","--","--","184","236","4:16","3:37","1","2","1.29","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-06 15:47:23,false,"Saanich East Running","2.01","126","00:10:25","--","--","--","177","183","5:11","4:59","3","3","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-06 15:37:53,false,"Saanich East Running","1.75","109","00:08:54.0","--","--","--","180","189","5:05","4:39","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-05 13:47:42,false,"Saanich East Running","3.97","248","00:21:46","--","--","--","179","201","5:29","4:48","46","46","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-04 17:08:20,false,"Saanich East Running","3.40","216","00:20:30","--","--","--","175","191","6:01","5:23","7","8","0.94","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-04 16:18:22,false,"Saanich East Running","6.81","422","00:38:33","--","--","--","175","197","5:40","4:02","134","101","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-04 15:34:11,false,"Saanich East Running","4.76","299","00:24:10","--","--","--","174","246","5:04","3:22","28","--","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-01 11:17:26,false,"Saanich East Running","2.32","145","00:12:42","--","--","--","181","191","5:29","4:53","6","7","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-01 10:29:51,false,"Saanich East Running","4.45","239","00:26:38","--","--","--","171","222","5:59","2:45","--","--","1.52","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-01 09:40:39,false,"Saanich East Running","4.06","252","00:20:54","--","--","--","181","191","5:09","3:36","46","46","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-31 15:39:07,false,"Saanich East Running","5.16","324","00:30:26","--","--","--","178","236","5:54","4:09","45","48","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-31 13:12:21,false,"Running","3.25","205","00:17:13","--","--","--","182","189","5:17","4:44","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-30 15:41:01,false,"Saanich East Running","12.30","759","01:00:11","--","--","--","179","195","4:54","3:33","21","21","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-29 13:09:12,false,"Saanich Southeast Running","3.42","215","00:19:12","--","--","--","177","186","5:37","4:38","--","--","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-28 17:07:24,false,"Saanich East Running","4.19","261","00:24:42","--","--","--","172","185","5:54","5:00","6","39","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-28 16:21:23,false,"Saanich East Running","6.15","334","00:39:27","--","--","--","170","220","6:25","3:46","135","99","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-28 15:36:37,false,"Running","4.59","288","00:23:48","--","--","--","176","197","5:11","3:57","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-26 10:23:23,false,"Saanich East Running","11.01","683","00:58:15","--","--","--","181","241","5:17","4:18","93","94","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 11:14:13,false,"Saanich East Running","3.46","203","00:19:53","148","160","3.1","177","187","5:45","4:57","26","26","0.99","9.9","9.7","234","48.9% L / 51.1% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 10:49:12,false,"Saanich East Running","1.15","69","00:06:20.5","162","180","2.4","172","256","5:29","3:04","--","--","1.05","7.2","8.1","213","50.0% L / 50.0% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 10:37:00,false,"Saanich East Running","2.11","103","00:08:15.0","175","183","3.2","186","196","3:54","3:36","6","6","1.39","7.9","10.5","202","50.0% L / 50.0% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 10:28:33,false,"Saanich East Running","1.16","64","00:05:58.7","164","181","2.4","180","256","5:10","2:54","--","--","1.02","7.2","9.0","224","49.2% L / 50.8% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 10:17:28,false,"Saanich East Running","2.16","95","00:08:01.5","173","185","3.0","187","201","3:43","3:25","6","7","1.45","7.2","10.3","198","50.6% L / 49.4% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 09:34:43,false,"Saanich East Running","4.16","216","00:23:06","147","168","3.2","175","188","5:33","4:45","47","47","1.02","9.8","10.2","239","50.2% L / 49.8% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-24 16:05:59,false,"Saanich East Running","3.83","241","00:21:24","--","--","--","178","189","5:35","4:55","43","44","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-24 13:18:53,false,"Saanich East Running","3.73","234","00:18:55","--","--","--","181","189","5:04","4:24","26","26","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-23 15:42:06,false,"Saanich East Running","12.17","762","01:00:05","--","--","--","181","193","4:56","3:50","98","98","1.12","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-22 15:40:56,false,"Saanich East Running","5.08","319","00:27:14","--","--","--","176","185","5:21","4:31","45","47","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-22 13:20:34,false,"Saanich East Running","1.92","122","00:10:17","--","--","--","179","185","5:21","4:33","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-21 16:41:57,false,"Saanich East Running","2.32","142","00:12:28","--","--","--","178","189","5:23","4:44","--","--","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-21 16:10:30,false,"Saanich East Running","5.60","343","00:24:26","--","--","--","183","197","4:22","3:29","1","1","1.26","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-21 15:37:26,false,"Saanich East Running","4.13","260","00:19:56","--","--","--","181","246","4:50","3:47","--","--","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-19 12:20:08,false,"Saanich East Running","9.67","600","00:53:56","--","--","--","179","191","5:35","4:50","100","100","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-18 11:04:18,false,"Saanich Southeast Running","3.14","195","00:17:01","--","--","--","183","191","5:26","4:54","4","--","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-18 10:15:35,false,"Saanich Southeast Running","7.63","464","00:39:47","--","--","--","178","240","5:13","3:08","13","8","1.12","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-18 09:33:26,false,"Warm Up","3.68","233","00:20:03","--","--","--","182","191","5:27","4:25","--","3","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-17 15:35:37,false,"Saanich East Running","5.69","358","00:30:44","--","--","--","182","193","5:24","3:54","42","42","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-16 15:37:43,false,"Beach Drive Long Run","10.43","649","00:56:05","--","--","--","172","187","5:23","4:35","97","99","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-15 14:37:20,false,"Saanich East Running","5.58","349","00:30:03","--","--","--","175","187","5:23","4:36","43","44","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-14 15:40:33,false,"Saanich East Running","8.88","563","00:44:30","--","--","--","179","191","5:01","4:08","21","21","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-11 11:57:28,false,"Saanich East Running","2.43","153","00:12:14","--","--","--","179","189","5:02","3:56","--","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-08 15:42:54,false,"Saanich East Running","4.70","293","00:25:13","--","--","--","180","193","5:22","4:35","46","46","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-05 11:00:06,false,"Bazen Bay 5k","5.04","305","00:18:24","--","--","--","188","200","3:39","3:15","7","7","1.46","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-05 10:21:55,false,"Sidney Running","3.77","232","00:19:56","--","--","--","176","189","5:17","3:57","8","9","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-04 09:39:14,false,"Saanich East Running","5.98","367","00:30:47","--","--","--","181","193","5:09","4:33","43","43","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Treadmill Running,2017-03-03 23:28:18,false,"Treadmill Running","3.15","196","00:15:53","--","--","--","185","191","5:03","3:53","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Treadmill Running,2017-03-03 23:15:41,false,"Treadmill Running","1.15","72","00:05:42.8","--","--","--","184","192","4:57","3:57","--","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-02 16:34:49,false,"Saanich East Running","1.79","109","00:09:44.3","--","--","--","184","197","5:26","3:13","--","--","1.44","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2015-12-12 07:16:56,false,"Running","6.30","392","00:28:19","--","--","--","179","193","4:30","3:35","--","--","1.24","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
